"iso3","mpa_sqkm","tpa_sqkm","error"
"AGO",603.976258410092,82294.7718574219,NA
"ANT",22.5527605095562,NA,NA
"ARG",1559.53061271772,121829.154163002,NA
"ARM",NA,2099.61922787969,NA
"ASM",0.693566404664013,NA,NA
"ATG",80.2473619407199,69.0438425570002,NA
"AUS",372932.025567326,336885.378826875,NA
"AZE",287.839735430446,6097.85008883626,NA
"BDI",NA,990.760081954472,NA
"BEN",NA,29522.2214707218,NA
"BFA",NA,34208.9000337825,NA
"BGD",839.239632708479,2619.06778202834,NA
"BHS",578.752706968502,329.794845143776,NA
"BLR",0.00674754405430244,14436.8522376781,NA
"BLZ",1134.73943798639,7154.73649645362,NA
"BMU",139.592283056003,1.38135730961846,NA
"BOL",0.00205589282048806,141479.665707782,NA
"BRA",6453.79722691158,812430.426996419,NA
"BRN",11.0288822450989,1077.94350804221,NA
"BTN",0.0130896749297595,11047.6961558568,NA
"BWA",NA,105694.246933707,NA
"CAF",NA,108548.38693103,NA
"CAN",21574.246616067,790561.511324026,NA
"CHL",39031.2890357329,98218.482462571,NA
"CHN",5457.19850828828,499191.738112353,NA
"CIV",233.677293599038,70656.4951915135,NA
"CMR",445.847593609143,61066.4576801161,NA
"COG",0.000419059362736763,27644.8272128227,NA
"COL",2152.57916878426,202903.673912631,NA
"CRI",170.445145118534,13218.3962414879,NA
"CUB",15956.0151286177,8819.78959819154,NA
"CXR",77.1038546473129,10.6541942434129,NA
"CYM",54.7192378339372,29.2427873041697,NA
"CZE",0.0000389871154507964,9893.94379060684,NA
"DMA",0.488903314906449,92.3890030163982,NA
"DNK",1784.62822189958,1069.91302928256,NA
"DOM",26156.486549789,2924.93127146057,NA
"DZA",0.0212007573298834,100483.867207556,NA
"ECU",53542.4696658002,36732.2029818943,NA
"EGY",827.594403184081,973.022606846527,NA
"ERI",NA,5936.22881423586,NA
"ESP",664.335857028282,25455.5575422895,NA
"EST",605.007011827009,1332.91354204073,NA
"ETH",NA,195437.789256681,NA
"FIN",4787.75007416556,28569.2202604584,NA
"FJI",26.1993798509582,65.511461044663,NA
"FRA",556.372983563829,15111.9118662357,NA
"GAB",475.424574876197,21021.9088706894,NA
"GBR",2900.01736177553,31182.0206495983,NA
"GEO",10.1875919242105,1404.99066107285,NA
"GHA",NA,15473.1213014301,NA
"GIN",2.51640065370458,9866.69608997458,NA
"GLP",110.182103910592,46.5194348891179,NA
"GMB",1.33996793325001,214.246932391391,NA
"GNQ",507.630393051607,3873.77011454205,NA
"GRC",2841.33944250317,1724.13784846385,NA
"GRL",120936.628702117,848218.221309813,NA
"GTM",242.432203516947,15485.2272278615,NA
"HKG",303.604997900848,133.318458216525,NA
"HND",38.6621072514066,2999.13881439203,NA
"HUN",NA,5559.44864462972,NA
"IDN",52208.9252440002,166511.289665184,NA
"IND",2038.20999111897,130635.745628859,NA
"ISL",440.788613807978,9510.67251385651,NA
"ITA",3024.02262523645,28539.3585554806,NA
"JAM",1908.078071082,1168.66255659184,NA
"JPN",23783.5217082692,55089.4396946176,NA
"KAZ",389.095228621857,50058.8389896726,NA
"KEN",760.662744018667,55948.9001116433,NA
"KGZ",NA,12596.8371925796,NA
"KHM",433.5395250732,32660.1481504804,NA
"KOR",4560.93647127468,3329.61467210667,NA
"LAO",0.0084591052300632,37740.6695346211,NA
"LBR",NA,17256.5974283431,NA
"LKA",739.108648338254,8475.98163663109,NA
"LSO",NA,83.3899766530735,NA
"LTU",85.8636048279157,913.722735706907,NA
"LVA",6.34070624321813,1227.69627094773,NA
"MAR",30.8175513499071,1063.65296017439,NA
"MDG",301.560252573225,6469.14923394253,NA
"MEX",12543.479776914,45502.042251175,NA
"MKD",NA,641.168339731293,NA
"MLI",NA,28335.9001170962,NA
"MMR",3991.75632033875,29191.5707458466,NA
"MNG",0.0466720327105519,122367.191021902,NA
"MOZ",349.494786766377,44524.056177684,NA
"MRT",6277.03397961915,5657.15859869126,NA
"MTQ",523.240190867534,149.350037544898,NA
"MUS",57.2404617229368,55.2671575106856,NA
"MWI",NA,15323.010094391,NA
"MYS",3247.91810053993,14386.3285115985,NA
"NAM",1229.5089302235,107528.59307082,NA
"NCL",658.208273993071,346.441258419829,NA
"NER",NA,69240.1972237298,NA
"NGA",590.231498233352,111343.986280234,NA
"NIC",5126.27790610867,21623.0007986057,NA
"NOR",1094.89520190847,16993.837442253,NA
"NPL",0.0443475849982969,21019.8053033382,NA
"NZL",3058.88000846479,19361.8111360934,NA
"PAK",562.168231493437,86116.0557013185,NA
"PAN",1274.508719281,14184.7296898457,NA
"PER",2176.70230517373,90473.2965317753,NA
"PHL",13905.488640584,10654.6747197361,NA
"PNG",6058.18727464394,46759.8972031162,NA
"POL",156.722889566553,3017.54366581387,NA
"PRI",134.213677492786,115.105326313302,NA
"PRT",463.385963653374,5505.22474163252,NA
"PRY",NA,12855.6301411376,NA
"RUS",254435.784229595,916103.026080462,NA
"RWA",NA,4083.24018792947,NA
"SDN",NA,24987.2593995786,NA
"SEN",622.865370886476,21705.168339768,NA
"SGP",4.66594648494888,29.1868446251483,NA
"SGS",21.0273038684459,4.70584302461143,NA
"SJM",36067.7846118122,33157.5575643486,NA
"SLE",1.33863976012697,2139.29569506133,NA
"SLV",NA,147.088613160392,NA
"SUR",645.940991202338,5811.82569253887,NA
"SVK",NA,8513.81539181332,NA
"SWE",4710.1048630334,45193.4771290125,NA
"SWZ",NA,527.393877441209,NA
"SYC",351.112093574853,142.103700392549,NA
"TCA",515.072602334057,71.3617180756485,NA
"TCD",NA,6448.97990590794,NA
"TGO",NA,5912.02378207905,NA
"THA",4626.37807781556,62963.8420202798,NA
"TJK",NA,5917.90218882428,NA
"TKM",1938.68938753979,21608.9947954829,NA
"TON",19.3438397336851,16.8685365648367,NA
"TTO",281.635869444746,1258.6636408142,NA
"TUN",2.87924937284155,393.95706946001,NA
"TWN",426.291891912266,3840.24571928238,NA
"TZA",1234.36407729875,234537.137938905,NA
"UGA",NA,56851.7770144633,NA
"UKR",2051.4449334273,17729.032156496,NA
"UMI",1190.88921731528,5.96769933691029,NA
"USA",395269.235876731,2215013.15023515,NA
"UZB",NA,8944.09707635499,NA
"VEN",10635.7749649396,377194.98822165,NA
"VGB",5.71191032136872,3.99059461412777,NA
"VIR",47.5703599497046,19.6215136978382,NA
"VNM",1008.54776935185,19045.4390398519,NA
"VUT",8.56075584641208,2.15813381155549,NA
"WSM",31.5133186534764,16.3299874197831,NA
"ZAF",749.883741066673,62933.7982512315,NA
"ZAR",204.272947165182,244052.984589083,NA
"ZMB",0.0105167441764589,277402.570212844,NA
"ZWE",NA,58669.8307063498,NA
